STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
17632,male,group E,bachelor's degree,standard,completed,single,regularly,no,3,private,99,93,89
17633,female,group C,associate's degree,standard,none,married,sometimes,no,7,school_bus,75,86,91
17634,female,group C,associate's degree,standard,completed,married,sometimes,no,1,school_bus,70,76,82
17635,female,group B,associate's degree,standard,none,married,regularly,yes,0,school_bus,89,93,92
17636,male,group D,high school,free/reduced,none,single,sometimes,no,3,school_bus,41,46,37
17637,female,group B,some college,free/reduced,none,married,regularly,yes,2,private,58,70,64
17638,male,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,private,82,86,82
17639,female,group C,high school,standard,completed,divorced,sometimes,no,6,private,61,63,67
17640,male,group A,associate's degree,free/reduced,none,married,never,yes,0,private,52,53,54
17641,female,group B,some college,free/reduced,none,single,regularly,yes,3,school_bus,9,31,29
17642,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,private,56,61,64
17643,male,group B,some college,standard,completed,single,sometimes,yes,1,school_bus,50,61,58
17644,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,55,71,65
17645,female,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,53,58,60
17646,male,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,44,49,39
17647,male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,52,55,51
17648,female,group C,associate's degree,standard,completed,divorced,sometimes,no,7,private,96,97,98
17649,male,group C,some college,standard,none,married,sometimes,no,1,private,49,50,43
17650,female,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,97,95,98
17651,female,group D,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,90,96,91
17652,female,group C,some college,free/reduced,completed,married,regularly,yes,2,private,53,69,70
17653,female,group D,some college,free/reduced,completed,married,sometimes,no,3,private,70,85,87
17654,female,group B,some high school,free/reduced,none,divorced,regularly,yes,2,school_bus,67,83,80
17655,male,group C,master's degree,standard,none,married,never,no,2,school_bus,79,70,75
17656,male,group B,some high school,standard,none,married,sometimes,yes,2,private,71,59,57
17657,female,group C,high school,standard,completed,married,sometimes,yes,4,private,70,82,84
17658,male,group B,associate's degree,standard,completed,single,never,yes,3,private,69,59,58
17659,female,group C,some college,standard,none,married,regularly,yes,2,school_bus,67,73,79
17660,male,group B,some college,standard,none,married,regularly,yes,4,school_bus,90,74,74
17661,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,40,63,56
17662,female,group D,associate's degree,standard,completed,married,sometimes,yes,0,private,82,87,93
17663,female,group D,bachelor's degree,standard,none,single,never,yes,0,private,78,87,85
17664,female,group A,associate's degree,standard,none,married,never,yes,3,school_bus,73,80,78
17665,male,group C,some high school,standard,none,married,sometimes,yes,3,private,53,40,42
17666,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,58,55,51
17667,male,group D,associate's degree,standard,none,single,never,no,2,school_bus,76,66,62
17668,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,38,43,38
17669,female,group C,some college,standard,completed,single,regularly,yes,2,school_bus,73,89,86
17670,male,group E,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,86,94,83
17671,male,group D,some high school,standard,none,divorced,sometimes,yes,3,school_bus,70,64,68
17672,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,61,68,61
17673,male,group D,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,76,78,85
17674,male,group C,some college,standard,completed,married,sometimes,yes,2,private,79,76,80
17675,male,group D,some college,standard,none,divorced,regularly,yes,1,private,54,50,50
17676,male,group B,high school,standard,completed,divorced,sometimes,yes,2,school_bus,78,73,70
17677,female,group D,associate's degree,free/reduced,none,single,regularly,yes,3,private,61,67,72
17678,female,group C,associate's degree,free/reduced,none,widowed,sometimes,no,3,school_bus,51,50,57
17679,female,group B,bachelor's degree,free/reduced,completed,widowed,sometimes,no,5,school_bus,46,44,55
17680,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,79,93,86
17681,male,group C,some college,free/reduced,none,married,sometimes,no,3,school_bus,63,50,49
17682,male,group D,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,62,65,66
17683,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,92,100,100
17684,female,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,51,63,60
17685,female,group C,some high school,standard,none,married,sometimes,yes,3,school_bus,74,85,77
17686,female,group C,some college,free/reduced,completed,married,regularly,yes,3,school_bus,59,66,68
17687,female,group A,some high school,standard,none,married,sometimes,yes,0,private,60,71,70
17688,female,group D,bachelor's degree,standard,none,married,regularly,no,1,school_bus,66,75,68
17689,female,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2,school_bus,67,82,86
17690,male,group B,master's degree,standard,none,divorced,regularly,no,1,school_bus,70,63,65
17691,female,group A,high school,free/reduced,none,married,never,yes,1,school_bus,30,46,43
17692,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,76,75,82
17693,male,group C,high school,standard,none,married,sometimes,no,1,school_bus,77,75,69
17694,female,group C,some college,standard,none,single,never,no,3,school_bus,27,31,31
17695,female,group B,some high school,standard,none,married,sometimes,yes,1,private,66,80,80
17696,female,group E,some high school,standard,completed,married,regularly,no,1,school_bus,79,74,80
17697,female,group C,some college,free/reduced,none,divorced,sometimes,no,2,school_bus,54,63,64
17698,male,group E,associate's degree,standard,none,single,regularly,yes,4,school_bus,99,95,92
17699,female,group E,some high school,standard,completed,single,regularly,no,3,private,81,78,88
17700,male,group B,high school,free/reduced,completed,married,never,yes,2,school_bus,63,60,62
17701,male,group C,some college,free/reduced,completed,married,sometimes,no,2,school_bus,50,47,43
17702,male,group C,some college,standard,none,married,regularly,no,4,school_bus,56,56,47
17703,male,group B,associate's degree,standard,none,married,never,no,3,private,70,64,60
17704,female,group C,master's degree,free/reduced,none,married,sometimes,yes,5,school_bus,56,61,59
17705,male,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,53,59,61
17706,male,group B,some college,standard,none,divorced,sometimes,yes,6,school_bus,86,80,73
17707,male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,73,74,70
17708,male,group C,some high school,free/reduced,none,married,regularly,no,2,private,45,37,35
17709,female,group D,some college,free/reduced,none,married,sometimes,no,1,school_bus,55,69,70
17710,male,group D,some college,free/reduced,none,married,sometimes,yes,3,school_bus,58,62,61
17711,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,1,private,88,90,89
17712,male,group D,some college,free/reduced,none,divorced,sometimes,no,3,school_bus,76,72,71
17713,female,group E,associate's degree,standard,completed,married,never,yes,0,private,69,81,80
17714,male,group E,high school,standard,completed,married,sometimes,yes,5,private,72,71,65
17715,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,53,44,42
17716,male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,62,70,59
17717,male,group C,some college,standard,none,divorced,sometimes,yes,1,school_bus,93,85,81
17718,female,group C,some high school,standard,completed,married,sometimes,yes,0,school_bus,80,83,90
17719,female,group D,some high school,standard,none,married,sometimes,yes,3,private,62,75,76
17720,female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,60,64,65
17721,male,group B,bachelor's degree,standard,none,married,regularly,no,2,school_bus,66,59,55
17722,male,group C,associate's degree,standard,none,single,regularly,no,2,school_bus,86,89,88
17723,male,group A,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,79,72,69
17724,male,group E,bachelor's degree,standard,none,divorced,regularly,no,5,school_bus,76,59,53
17725,female,group D,some college,standard,none,married,regularly,yes,1,private,69,82,80
17726,male,group B,some college,standard,none,married,sometimes,yes,7,private,60,57,53
17727,male,group C,some high school,standard,none,married,regularly,yes,1,school_bus,63,53,53
17728,male,group A,high school,standard,none,divorced,sometimes,yes,3,private,64,61,55
17729,female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,84,99,100
17730,male,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,69,70,64
17731,male,group B,some college,free/reduced,none,single,sometimes,no,1,private,41,42,39
17732,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,91,82,81
17733,male,group B,some college,standard,none,single,regularly,yes,4,private,67,54,57
17734,female,group D,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,71,86,88
17735,male,group C,some college,standard,completed,single,sometimes,no,4,private,81,69,74
17736,female,group A,high school,standard,none,single,regularly,yes,1,school_bus,90,89,92
17737,male,group D,some high school,free/reduced,completed,single,sometimes,yes,0,private,68,63,64
17738,male,group B,some college,standard,none,married,regularly,yes,4,school_bus,50,37,35
17739,male,group A,some college,standard,none,married,regularly,no,3,private,81,65,62
17740,male,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,47,51,48
17741,female,group C,some college,standard,completed,single,regularly,no,2,school_bus,53,62,68
17742,female,group E,some college,standard,none,married,sometimes,no,7,private,75,85,82
17743,female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,94,98,97
17744,male,group B,some high school,free/reduced,completed,married,never,yes,1,private,52,64,56
17745,male,group B,high school,standard,none,married,regularly,no,1,school_bus,69,70,65
17746,male,group C,some high school,standard,none,single,regularly,no,4,school_bus,61,56,63
17747,female,group C,high school,standard,none,widowed,sometimes,yes,0,school_bus,61,69,68
17748,female,group D,some college,standard,none,married,sometimes,no,3,private,50,54,52
17749,male,group E,associate's degree,free/reduced,none,married,regularly,no,4,school_bus,72,69,62
17750,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,private,75,84,78
17751,female,group C,high school,free/reduced,none,married,regularly,no,3,school_bus,46,60,58
17752,female,group C,high school,standard,none,single,regularly,no,1,school_bus,69,78,76
17753,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,68,78,77
17754,male,group B,associate's degree,standard,none,married,regularly,no,2,school_bus,93,88,82
17755,male,group E,some college,standard,completed,single,regularly,yes,2,private,96,85,90
17756,male,group D,bachelor's degree,standard,none,single,regularly,no,1,school_bus,58,55,52
17757,male,group D,some high school,standard,completed,married,sometimes,yes,0,private,72,68,71
17758,male,group C,some college,standard,none,married,regularly,yes,1,private,96,74,76
17759,male,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,60,55,58
17760,male,group D,some high school,free/reduced,none,single,regularly,no,4,school_bus,55,59,51
17761,female,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,39,54,47
17762,male,group A,some college,standard,none,married,regularly,yes,1,school_bus,50,61,52
17763,male,group C,some college,standard,completed,divorced,sometimes,no,2,school_bus,83,81,83
17764,female,group B,associate's degree,standard,none,married,regularly,yes,1,school_bus,81,85,85
17765,male,group E,some college,standard,completed,married,sometimes,yes,5,private,81,82,76
17766,male,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,63,59,51
17767,female,group D,some high school,standard,none,divorced,regularly,no,3,school_bus,58,64,66
17768,male,group C,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,91,95,95
17769,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,63,64,63
17770,female,group D,some high school,free/reduced,none,single,regularly,yes,1,school_bus,38,50,51
17771,female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,68,76,70
17772,male,group A,some college,free/reduced,completed,divorced,regularly,yes,1,school_bus,67,65,56
17773,female,group B,bachelor's degree,standard,completed,single,sometimes,yes,6,school_bus,65,78,83
17774,male,group C,high school,standard,none,single,sometimes,no,1,school_bus,70,69,64
17775,male,group D,high school,standard,completed,married,sometimes,no,3,private,78,70,75
17776,female,group A,some college,standard,none,married,regularly,yes,5,school_bus,55,72,67
17777,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,53,59,60
17778,female,group B,some college,standard,completed,married,sometimes,yes,2,private,72,69,74
17779,male,group D,some high school,standard,completed,married,sometimes,no,3,school_bus,60,57,60
17780,female,group D,high school,free/reduced,completed,single,sometimes,yes,1,school_bus,53,63,60
17781,female,group C,high school,free/reduced,completed,married,regularly,no,3,private,51,74,70
17782,male,group D,some college,standard,none,divorced,sometimes,no,2,school_bus,74,73,73
17783,female,group C,high school,standard,none,married,never,no,3,school_bus,57,65,59
17784,male,group E,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,71,65,69
17785,female,group E,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,54,65,62
17786,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,84,93,89
17787,male,group B,some high school,free/reduced,completed,married,sometimes,yes,4,school_bus,51,51,58
17788,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,65,78,81
17789,female,group D,some college,free/reduced,none,married,sometimes,yes,1,private,54,65,64
17790,male,group D,some college,standard,none,married,regularly,yes,2,private,48,44,46
17791,male,group C,master's degree,standard,completed,married,never,yes,3,private,65,65,72
17792,female,group D,high school,free/reduced,none,single,sometimes,yes,3,school_bus,59,70,70
17793,female,group C,high school,standard,none,single,sometimes,yes,4,private,88,100,95
17794,male,group B,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,82,75,77
17795,male,group B,some high school,free/reduced,none,single,sometimes,yes,5,school_bus,72,78,68
17796,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,3,school_bus,45,53,54
17797,female,group B,some college,standard,completed,married,regularly,yes,0,school_bus,54,58,64
17798,male,group A,associate's degree,standard,none,widowed,sometimes,yes,0,school_bus,69,58,55
17799,female,group D,high school,free/reduced,completed,single,never,yes,0,private,66,79,82
17800,female,group C,some college,standard,completed,single,regularly,yes,5,school_bus,92,97,93
17801,female,group C,bachelor's degree,free/reduced,completed,married,never,yes,2,private,78,89,93
17802,female,group C,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,48,68,66
17803,male,group C,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,51,53,46
17804,female,group C,some high school,standard,completed,married,regularly,no,1,private,82,89,93
17805,male,group E,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,76,64,65
17806,male,group D,associate's degree,standard,completed,single,never,yes,0,school_bus,89,89,84
17807,female,group D,associate's degree,standard,none,married,sometimes,yes,0,school_bus,79,74,77
17808,male,group E,some college,standard,completed,married,regularly,yes,4,school_bus,90,94,92
17809,female,group B,master's degree,free/reduced,completed,divorced,sometimes,yes,2,private,51,60,60
17810,male,group A,some college,standard,none,single,sometimes,yes,6,school_bus,75,70,65
17811,female,group B,high school,standard,none,married,sometimes,no,1,school_bus,81,86,87
17812,male,group A,associate's degree,standard,none,single,never,yes,3,school_bus,44,49,49
17813,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,58,59,54
17814,female,group B,some high school,standard,none,married,regularly,yes,1,school_bus,62,74,78
17815,female,group C,associate's degree,standard,none,married,regularly,no,2,private,78,95,83
17816,female,group C,some college,standard,completed,married,regularly,yes,0,school_bus,91,89,93
17817,female,group B,high school,standard,completed,divorced,sometimes,no,7,school_bus,54,63,67
17818,male,group C,some college,standard,none,single,sometimes,yes,5,school_bus,89,82,81
17819,male,group E,associate's degree,standard,none,single,never,yes,2,private,88,85,75
17820,male,group D,associate's degree,free/reduced,none,married,regularly,yes,0,private,63,61,66
17821,male,group D,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,79,71,76
17822,male,group D,master's degree,standard,completed,single,regularly,yes,1,private,77,63,65
17823,female,group D,associate's degree,standard,completed,single,regularly,no,2,private,81,87,92
17824,female,group C,associate's degree,standard,completed,single,regularly,yes,3,school_bus,76,78,83
17825,male,group C,some college,standard,completed,married,regularly,yes,0,school_bus,72,75,71
17826,male,group B,some high school,standard,none,single,sometimes,yes,1,private,70,77,68
17827,female,group A,some college,standard,none,divorced,sometimes,no,1,private,56,62,59
17828,female,group B,some high school,standard,completed,divorced,sometimes,yes,2,private,44,58,55
17829,male,group C,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,79,77,74
17830,female,group E,some college,standard,none,single,regularly,no,3,school_bus,78,73,80
17831,male,group B,associate's degree,standard,none,married,sometimes,yes,3,private,78,81,71
17832,male,group C,bachelor's degree,standard,completed,single,regularly,no,1,school_bus,87,90,90
17833,female,group E,some college,standard,none,single,regularly,yes,1,school_bus,72,69,67
17834,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,60,69,66
17835,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,61,59,55
17836,male,group A,some high school,free/reduced,none,married,regularly,yes,2,school_bus,48,52,46
17837,male,group D,some high school,standard,none,married,regularly,yes,4,school_bus,72,79,69
17838,male,group B,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,75,71,72
17839,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,0,school_bus,79,86,83
17840,female,group C,associate's degree,standard,none,married,sometimes,yes,1,private,60,65,66
17841,female,group E,some high school,standard,none,divorced,sometimes,yes,4,private,65,80,73
17842,female,group C,some college,standard,none,divorced,regularly,yes,0,private,56,58,57
17843,male,group C,master's degree,standard,none,widowed,sometimes,yes,2,private,76,76,78
17844,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,68,76,72
17845,female,group B,bachelor's degree,free/reduced,none,single,never,no,3,school_bus,58,59,60
17846,female,group C,some college,standard,none,single,regularly,yes,5,private,66,82,78
17847,female,group A,some high school,free/reduced,completed,single,sometimes,yes,0,school_bus,50,65,63
17848,male,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,61,66,63
17849,male,group E,associate's degree,free/reduced,completed,married,sometimes,no,3,private,91,83,85
17850,female,group C,high school,standard,none,single,never,yes,1,school_bus,83,86,92
17851,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,93,81,82
17852,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,80,94,94
17853,male,group C,some college,free/reduced,none,married,regularly,no,3,school_bus,58,56,51
17854,female,group B,high school,free/reduced,none,married,regularly,yes,1,school_bus,55,63,59
17855,female,group E,some high school,standard,none,single,sometimes,no,2,private,87,93,93
17856,female,group D,some college,standard,completed,married,regularly,yes,4,private,100,100,100
17857,male,group B,master's degree,standard,none,married,regularly,yes,3,school_bus,60,46,51
17858,female,group E,high school,standard,none,married,regularly,yes,1,school_bus,58,55,54
17859,female,group E,some high school,free/reduced,none,married,sometimes,no,2,private,78,86,83
17860,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,5,private,40,52,49
17861,male,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,74,66,70
17862,male,group D,some high school,standard,none,married,sometimes,yes,1,private,73,72,63
17863,female,group E,bachelor's degree,standard,completed,single,regularly,yes,3,school_bus,96,100,99
17864,male,group B,high school,standard,none,single,regularly,yes,1,school_bus,74,60,55
17865,male,group D,some high school,standard,none,divorced,sometimes,no,3,school_bus,93,83,82
17866,male,group D,some college,standard,none,married,regularly,no,1,private,71,63,61
17867,female,group C,master's degree,standard,completed,divorced,sometimes,yes,3,school_bus,60,65,69
17868,male,group E,associate's degree,free/reduced,none,single,sometimes,no,3,private,72,70,67
17869,male,group D,some high school,standard,none,married,sometimes,yes,0,private,76,61,59
17870,male,group E,bachelor's degree,standard,none,widowed,sometimes,no,1,private,92,78,75
17871,male,group D,high school,standard,none,single,regularly,yes,3,school_bus,44,50,49
17872,male,group C,some high school,free/reduced,completed,married,sometimes,yes,3,private,49,52,54
17873,female,group D,high school,free/reduced,completed,married,never,yes,0,school_bus,77,92,91
17874,male,group E,master's degree,standard,completed,married,regularly,no,2,school_bus,100,100,97
17875,male,group D,some college,free/reduced,completed,married,never,yes,1,school_bus,78,78,80
17876,male,group D,some college,free/reduced,none,married,regularly,yes,0,school_bus,57,55,54
17877,female,group B,high school,standard,none,married,regularly,yes,3,school_bus,47,53,57
17878,female,group B,some high school,standard,completed,divorced,regularly,yes,0,private,46,39,55
17879,female,group C,some high school,free/reduced,completed,married,regularly,no,2,school_bus,19,40,34
17880,female,group E,some college,standard,none,married,regularly,yes,2,school_bus,55,64,59
17881,male,group A,associate's degree,standard,none,single,never,yes,2,private,90,87,80
17882,male,group C,high school,standard,none,married,never,no,2,school_bus,85,81,75
17883,female,group B,bachelor's degree,standard,none,married,sometimes,no,2,private,69,70,74
17884,male,group C,bachelor's degree,standard,none,divorced,regularly,no,3,school_bus,97,94,92
17885,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,private,35,41,42
17886,female,group B,high school,standard,none,married,sometimes,yes,1,private,61,72,68
17887,female,group C,high school,free/reduced,completed,married,regularly,yes,0,school_bus,64,71,83
17888,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0,private,48,39,44
17889,male,group C,associate's degree,standard,completed,married,sometimes,yes,2,private,84,86,81
17890,female,group D,high school,free/reduced,none,married,sometimes,no,1,private,65,81,80
17891,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,61,71,70
17892,male,group B,high school,standard,none,single,regularly,yes,4,school_bus,71,53,53
17893,male,group C,some high school,standard,none,married,sometimes,no,2,private,68,58,54
17894,female,group D,high school,free/reduced,completed,divorced,regularly,yes,1,school_bus,54,72,75
17895,female,group C,some college,standard,none,single,never,yes,3,school_bus,38,44,38
17896,male,group A,some high school,standard,none,married,sometimes,yes,1,school_bus,59,51,45
17897,male,group B,bachelor's degree,free/reduced,none,single,regularly,yes,0,school_bus,70,76,73
17898,male,group D,some college,free/reduced,none,married,regularly,no,2,school_bus,75,74,74
17899,male,group A,bachelor's degree,standard,none,married,regularly,no,3,private,75,67,70
17900,male,group D,some college,free/reduced,none,married,regularly,yes,1,school_bus,69,70,64
17901,female,group B,associate's degree,standard,none,divorced,never,yes,2,school_bus,57,60,63
17902,male,group A,high school,standard,completed,married,sometimes,yes,1,private,56,56,51
17903,female,group D,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,78,87,89
17904,female,group B,master's degree,standard,none,widowed,regularly,yes,0,school_bus,75,86,88
17905,female,group C,associate's degree,standard,completed,single,sometimes,no,4,school_bus,49,62,60
17906,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,private,55,72,67
17907,male,group D,master's degree,standard,none,married,never,yes,2,school_bus,83,83,86
17908,female,group C,associate's degree,standard,completed,single,regularly,yes,3,school_bus,51,62,64
17909,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,4,private,77,75,65
17910,female,group B,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,87,91,89
17911,male,group B,some college,standard,none,divorced,never,no,2,school_bus,70,66,67
17912,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,81,85,90
17913,female,group D,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,9,32,32
17914,female,group C,high school,free/reduced,none,single,regularly,no,2,school_bus,38,42,42
17915,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,75,85,83
17916,female,group E,associate's degree,free/reduced,none,married,regularly,yes,3,school_bus,67,73,72
17917,male,group E,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,55,48,38
17918,male,group E,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,69,71,59
17919,female,group B,high school,standard,none,single,regularly,yes,2,school_bus,48,55,53
17920,female,group D,some college,standard,none,divorced,regularly,yes,4,school_bus,91,91,90
17921,female,group B,some college,free/reduced,completed,single,sometimes,no,3,school_bus,64,82,87
17922,male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,60,62,53
17923,male,group C,some college,standard,completed,married,sometimes,yes,3,school_bus,59,65,63
17924,male,group C,bachelor's degree,standard,completed,married,never,yes,1,school_bus,88,86,91
17925,female,group C,high school,standard,none,divorced,sometimes,yes,2,private,53,53,53
17926,male,group D,high school,standard,none,married,sometimes,no,1,private,89,83,81
17927,male,group D,some college,standard,completed,married,sometimes,yes,3,school_bus,94,85,87
17928,male,group C,some high school,standard,none,single,sometimes,yes,1,school_bus,42,43,36
17929,male,group A,some college,standard,none,single,regularly,no,1,school_bus,92,81,83
17930,female,group E,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,68,69,67
17931,male,group C,some college,free/reduced,none,married,regularly,yes,3,private,36,44,34
17932,female,group E,high school,standard,none,widowed,sometimes,no,2,private,92,94,90
17933,female,group E,some college,standard,completed,married,regularly,no,1,school_bus,95,86,88
17934,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,67,66,63
17935,female,group E,some college,free/reduced,completed,married,sometimes,no,3,school_bus,80,77,78
17936,female,group C,some college,standard,none,married,regularly,yes,3,private,73,83,83
17937,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,57,65,64
17938,male,group D,high school,free/reduced,none,married,sometimes,yes,4,school_bus,56,47,43
17939,female,group C,some high school,free/reduced,none,single,sometimes,no,3,private,45,63,51
17940,female,group E,some college,standard,none,single,regularly,yes,0,private,57,62,64
17941,female,group C,high school,standard,none,married,never,yes,3,school_bus,78,82,89
17942,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,94,83,73
17943,male,group C,some high school,standard,none,married,never,yes,2,school_bus,76,67,61
17944,male,group D,some college,standard,completed,married,sometimes,no,1,private,71,81,71
17945,male,group E,associate's degree,standard,none,married,sometimes,yes,0,private,67,54,54
17946,female,group D,some college,free/reduced,none,married,regularly,yes,4,school_bus,69,77,79
17947,female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,69,77,74
17948,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,84,85,78
17949,female,group C,some high school,standard,none,divorced,sometimes,no,3,school_bus,53,59,59
17950,female,group B,some high school,standard,completed,divorced,sometimes,no,2,private,57,65,71
17951,male,group D,some college,standard,completed,married,regularly,no,3,private,59,54,51
17952,female,group A,master's degree,standard,none,divorced,sometimes,no,2,school_bus,65,82,81
17953,female,group B,associate's degree,standard,none,married,sometimes,yes,0,private,76,78,81
17954,male,group E,associate's degree,standard,none,single,sometimes,yes,2,private,95,80,78
17955,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,55,50,53
17956,male,group C,high school,free/reduced,none,single,sometimes,yes,4,school_bus,65,66,67
17957,female,group C,high school,standard,none,married,regularly,yes,3,private,64,73,73
17958,male,group E,bachelor's degree,standard,none,single,sometimes,no,3,private,83,75,72
17959,female,group E,some high school,standard,none,married,sometimes,no,1,private,93,91,88
17960,female,group D,some college,free/reduced,completed,single,regularly,no,1,school_bus,56,69,67
17961,female,group C,some college,standard,completed,single,regularly,yes,2,school_bus,58,72,66
17962,male,group E,master's degree,standard,none,married,sometimes,yes,2,school_bus,85,78,78
17963,male,group D,some college,free/reduced,none,single,never,yes,1,private,43,52,44
17964,male,group C,high school,standard,completed,married,regularly,yes,1,private,97,97,98
17965,male,group B,some college,standard,completed,single,sometimes,no,2,school_bus,99,96,100
17966,male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,60,67,57
17967,female,group C,high school,standard,none,married,regularly,no,3,school_bus,92,98,93
17968,male,group D,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,90,80,76
17969,female,group E,some college,free/reduced,none,married,regularly,yes,3,private,74,72,71
17970,male,group C,associate's degree,free/reduced,completed,single,never,yes,1,school_bus,26,25,27
17971,female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,69,65,70
17972,male,group D,associate's degree,standard,none,married,never,no,2,school_bus,69,62,63
17973,female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,70,74,79
17974,male,group D,bachelor's degree,free/reduced,none,married,never,yes,3,school_bus,60,50,47
17975,male,group C,bachelor's degree,standard,none,single,regularly,yes,2,private,98,95,97
17976,female,group B,some college,standard,none,married,regularly,yes,5,school_bus,60,71,78
17977,female,group D,associate's degree,standard,completed,married,regularly,yes,3,private,71,86,90
17978,female,group D,associate's degree,standard,none,single,never,yes,2,school_bus,63,80,75
